--qUiE6EdxI, 0.000, 10.000, "/m/01d3sd,/m/09x0r"
-0bxym-fj54, 20.000, 30.000, "/m/01d3sd"
-5DpdEq9PE4, 1.000, 11.000, "/m/01d3sd,/m/04rlf"
-7xDzCwyAco, 30.000, 40.000, "/m/01d3sd"
-81GPDp9IQY, 20.000, 30.000, "/m/01d3sd"
-8HCidJbNh0, 30.000, 40.000, "/m/01d3sd"
-8Vvk15NwpE, 0.000, 10.000, "/m/01d3sd,/m/01yrx,/m/068hy,/m/0jbk"
-8flXZsAQNQ, 10.000, 20.000, "/m/01d3sd"
-DXG89UqVWQ, 12.000, 22.000, "/m/01d3sd,/m/09x0r"
-DexfVugZDE, 0.000, 7.000, "/m/01d3sd"
-DshBX43_CQ, 20.000, 30.000, "/m/01d3sd"
-EIdfugK_-w, 30.000, 40.000, "/m/01d3sd"
-EpockXx9zo, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
-F2iVXnr4Bo, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
-Ga7uvj-Q9s, 50.000, 60.000, "/m/01d3sd,/m/09x0r"
-HCxERW__4g, 30.000, 40.000, "/m/01d3sd"
-JMbh-I6GnU, 120.000, 130.000, "/m/01d3sd"
-JkrTSPUcnM, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
-MuXk5jkTNw, 28.000, 38.000, "/m/01d3sd"
-NAudeSqwWc, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
-NbQtU6kHDQ, 30.000, 40.000, "/m/01d3sd,/m/07jdr,/m/07yv9"
-NrpfrEGq5w, 40.000, 50.000, "/m/01d3sd,/m/01yrx,/m/09x0r,/m/0jbk"
-NsUQ2A0ClQ, 0.000, 10.000, "/m/01d3sd,/m/0lyf6"
-OyQFAtJBgM, 0.000, 10.000, "/m/01d3sd"
-QxsOgTbN4U, 0.000, 10.000, "/m/01d3sd"
-STvF9lUzAU, 70.000, 80.000, "/m/01d3sd,/m/09x0r"
-Vp_-QGJsHI, 80.000, 90.000, "/m/01d3sd"
-W3Y53YUVxU, 10.000, 20.000, "/m/01d3sd"
-XMpb9l2wGY, 70.000, 80.000, "/m/01d3sd"
-Ysv38RCcyc, 11.000, 21.000, "/m/01d3sd"
-ZIEe_kc5Qs, 0.000, 10.000, "/m/01d3sd,/m/09x0r,/m/0ytgt"
-_LkSumHJUw, 40.000, 50.000, "/m/01d3sd,/m/09x0r"
-a6VJhCbUqM, 460.000, 470.000, "/m/01d3sd"
-aKEuf6_C_g, 17.000, 27.000, "/m/01d3sd,/m/09x0r"
-dJaJjx_ZR8, 10.000, 20.000, "/m/01d3sd,/m/09x0r"
-de-a0MlWgA, 110.000, 120.000, "/m/01d3sd"
-ejXrr7JYtM, 30.000, 40.000, "/m/01d3sd"
-faG29gwd_M, 380.000, 390.000, "/m/01d3sd"
-ffVQbS1WwM, 30.000, 40.000, "/m/01d3sd"
-flUdZ0owOw, 230.000, 240.000, "/m/01d3sd,/m/09x0r"
-g5OsqqhvbA, 20.000, 30.000, "/m/01d3sd"
-hht0FpG0Vc, 20.000, 30.000, "/m/01d3sd,/m/04rlf"
-j8A1Tfhee8, 20.000, 30.000, "/m/01d3sd,/m/09x0r"
-kv_F4Ru4BI, 10.000, 20.000, "/m/01d3sd"
-meLTxuZIrc, 100.000, 110.000, "/m/01d3sd,/m/09x0r"
-ovh27iRBBU, 0.000, 10.000, "/m/01d3sd,/m/09x0r"
-toLI6dtjWY, 20.000, 30.000, "/m/01d3sd"
-ufl6zO9oZ8, 30.000, 40.000, "/m/01d3sd"
0-Oh28jui3k, 40.000, 50.000, "/m/01d3sd"
00ZKNyiLGP4, 4.000, 14.000, "/m/01d3sd,/m/09x0r"
00jLG_9y7mw, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
00kiylShRxU, 60.000, 70.000, "/m/01d3sd"
00uPwEZ29rw, 20.000, 30.000, "/m/01d3sd,/m/068hy,/m/0bt9lr"
01UIpvJRwVM, 10.000, 20.000, "/m/01d3sd"
01i68fQIo1o, 100.000, 110.000, "/m/01d3sd"
02Nbja5DOMs, 10.000, 20.000, "/m/01d3sd"
0498hy13o1E, 10.000, 20.000, "/m/01d3sd"
04RC7-oGGkc, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
05rXA1rZEdw, 10.000, 20.000, "/m/01d3sd"
0CK-Bk-3j6o, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
0HCX9M3lo44, 7.000, 17.000, "/m/01d3sd,/m/09x0r"
0IMorrErsv0, 50.000, 60.000, "/m/01d3sd"
0IqfdY1oxmM, 70.000, 80.000, "/m/01d3sd"
0J64KP79xkM, 30.000, 40.000, "/m/01d3sd"
0JqaCkohyek, 10.000, 20.000, "/m/01d3sd"
0L9F7PAINqo, 350.000, 360.000, "/m/01d3sd"
0NvRnSZo_yw, 0.000, 10.000, "/m/01d3sd"
0SrJ2zPEqLs, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
0WnknjrATdA, 40.000, 50.000, "/m/01d3sd"
0be2VHPptTU, 30.000, 40.000, "/m/01d3sd"
0dQdY_-Fh6I, 30.000, 40.000, "/m/01d3sd"
0f2RYGzn0rM, 0.000, 10.000, "/m/01d3sd"
0flU_95jm8E, 50.000, 60.000, "/m/01d3sd,/m/04rlf"
0gXyg9t-flg, 10.000, 20.000, "/m/01d3sd"
0hhMx1pf-Fk, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
0i51hDY_RPA, 80.000, 90.000, "/m/01d3sd,/m/0bt9lr,/m/0jbk"
0iNKa0JNcHc, 140.000, 150.000, "/m/01d3sd,/m/09x0r"
0kNNcMSL-L0, 30.000, 40.000, "/m/01d3sd"
0kiMXnnrKjg, 12.000, 22.000, "/m/01d3sd"
0mgIsS0wKro, 30.000, 40.000, "/m/01d3sd"
0o1SCyEcbMU, 10.000, 20.000, "/m/01d3sd,/m/04rlf,/m/09x0r"
0oBDjq-2eLA, 30.000, 40.000, "/m/01d3sd,/m/09x0r"
0oc608_yMjs, 10.000, 20.000, "/m/01d3sd"
0owfgo9Ou3s, 30.000, 40.000, "/m/01d3sd,/m/04rlf,/m/09x0r"
0re4hMMjJ8Q, 40.000, 50.000, "/m/01d3sd,/m/09x0r"
0tot80uZKTg, 120.000, 130.000, "/m/01d3sd,/m/068hy,/m/0bt9lr,/m/0jbk"
0uU9PiR8_C8, 10.000, 20.000, "/m/01d3sd"
0uuCpTLL594, 27.000, 37.000, "/m/01d3sd"
0v7SOVeMw0g, 30.000, 40.000, "/m/01d3sd"
0wSKUsufri4, 10.000, 20.000, "/m/01d3sd,/m/09x0r,/t/dd00125"
0xqPlD6lM9o, 30.000, 40.000, "/m/01d3sd"
0y69IaalTjY, 10.000, 20.000, "/m/01d3sd,/m/01yrx,/m/068hy,/m/0jbk"
0y_8qBo3aHE, 70.000, 80.000, "/m/01d3sd,/m/09x0r,/m/0lyf6"
